,logFC,pvalue,FDR
RPL5P4,-1.76908082795139,0.0246630330395539,0.19479013795672
HHIP-AS1,-2.84851673294496,0.0246850750783063,0.194856273707827
MTND6P4,-2.53910959980242,0.0247504449262629,0.195091303179553
CBLB,3.89876014909945,0.0247516934363725,0.195091303179553
TMBIM6,-0.739368802156887,0.0247559040019508,0.195091303179553
AC005070.3,-3.86239707254738,0.0247712100708605,0.195104072248722
AL357632.1,-2.16927425162464,0.0248106739977995,0.195306995313434
SLC44A1,-3.94643062059445,0.0248442463931839,0.195463342484123
OFD1,1.14753304054395,0.0248744791112732,0.195593256596972
MVB12B,-2.61851321832005,0.0249515785802656,0.195853882552941
S100A6,3.22546150239614,0.0249518775450888,0.195853882552941
STAG3L2,-1.52168908022904,0.0249541318122378,0.195853882552941
RSF1,-1.03502765756459,0.0249625774830734,0.195853882552941
RPAIN,-1.31774664529446,0.0250011157454493,0.196048353172236
TRIOBP,-2.38653999583022,0.0250244751716835,0.196099957445339
COX17,-3.89766173734764,0.0250352078107826,0.196099957445339
MTND2P28,-2.24059626672274,0.0250661385961066,0.196234416159306
FEZ2,-1.92366226931731,0.0250888907840501,0.196242546020472
PTTG1IP,-1.87270691668354,0.0250947082909175,0.196242546020472
KIAA1191,-2.34010908211277,0.0251292358454446,0.196399721912646
ACTG1,-1.4729249268367,0.025142360584356,0.196399721912646
CEP120,2.541181842402,0.0251885632396518,0.196652879268607
IFI27L2,-2.41017805341636,0.0252501636796179,0.196953204576894
TRIM28,-1.60451577840618,0.0252658865158248,0.196953204576894
ANXA2P2,3.40160628835576,0.025268477214586,0.196953204576894
RBFOX2,-5.22803089924359,0.0252861513185325,0.196983264042076
SMARCE1P6,-3.44313318169431,0.0253622833736129,0.197468438981008
RAN,-2.53770095255288,0.0254021563596072,0.197578155639402
AL031777.3,2.97590471894968,0.0254133267701668,0.197578155639402
MDM1,-2.8886579485556,0.0254309548223126,0.197578155639402
GPR157,-4.10906642423584,0.0254424960153872,0.197578155639402
FRG1CP,-6.10668101717143,0.02544567155962,0.197578155639402
AC006210.2,6.53197554053009,0.025473392102496,0.19762367163002
EXOC5,-1.7802281011341,0.0254792584494933,0.19762367163002
SAMSN1,-2.75674005622262,0.0254944909130449,0.197634291710912
PLEK,6.11315149187171,0.0255600037983201,0.198034464211333
KCTD1,-6.29478365598766,0.0257219027154586,0.199111129777127
ZXDB,-4.58173144428942,0.0257362719029609,0.199111129777127
RPL13P12,-1.21948670628059,0.0257408678576911,0.199111129777127
C4orf48,-1.8286931653927,0.0257833134922263,0.19933129997027
HNRNPA2B1,-1.30401987721449,0.0258029694334075,0.199375139426915
ARHGDIA,-5.10730778730602,0.0258178495736278,0.199382049578352
ATMIN,-2.11192616713948,0.0258865924353515,0.199804689636368
H2AFV,-3.65191946122883,0.0259075467443338,0.199858217742004
METTL22,-3.13554278959743,0.0259570587113738,0.200131870735178
RPL22,-1.81032520788748,0.0259914656404113,0.200233573990637
SNX8,-4.88704416483691,0.0259983407306866,0.200233573990637
GPS2,5.64279612318261,0.0260464768203944,0.20049599003863
MT-TI,2.40819790251133,0.0261974045850201,0.201548947525119
EPB41,5.7372373822117,0.0262391686245684,0.201761374278235
RBM4,-1.49158066696873,0.0263559041880641,0.202486170927218
RPL7L1,-1.17595036168997,0.0263618359456311,0.202486170927218
EEF1A1P6,-1.16064003698254,0.0263886800353069,0.202583210868786
VPS72,-3.06884018799916,0.026422948830079,0.202711611795473
TAOK1,-1.44820620179051,0.0264338444393788,0.202711611795473
FTH1P10,-0.469843357530883,0.0264827110388918,0.202977165898087
AC079328.1,-1.8230386871576,0.0265729716957318,0.203421534084453
UBASH3A,-1.82830724299828,0.0265777944188031,0.203421534084453
RABIF,-3.05959016066502,0.026583495931491,0.203421534084453
NDUFS4,-3.20109828436865,0.0266563392601989,0.203869513140234
PRIM2,-4.05106028329573,0.0267195800568287,0.204123358582213
TCF20,-2.01987445604465,0.0267395694331091,0.204123358582213
AL133342.1,6.63929083966334,0.0267520422639619,0.204123358582213
ENSG00000288551.1,-5.98269090545507,0.0267605086121018,0.204123358582213
TOMM5,-2.80216097265182,0.0267616961698944,0.204123358582213
ZNF544,-2.46496222646492,0.0267854735145299,0.204123358582213
VPS13B-DT,-3.44565676095002,0.0268016201370527,0.204123358582213
AP002784.2,-2.76270079559904,0.0268163868476844,0.204123358582213
ZFPM1,-2.11962160380916,0.0268183958069925,0.204123358582213
DPF2,-1.84813262106159,0.0268395503030244,0.204175362390564
AL135999.1,5.21805904601349,0.0270250786322068,0.205477077856395
AC022400.6,-1.84180849483177,0.027045595462779,0.205523458911182
TDGP1,-2.5404660210232,0.0271203025033662,0.205973464040363
RPL38,-1.35141937837549,0.0271369996930241,0.205973464040363
AL590762.3,-2.47940754239676,0.0271492792689358,0.205973464040363
CCM2,-1.13840154314325,0.0271626060883756,0.205973464040363
RPL7P19,-3.58468421666653,0.0271771459679951,0.205974158915332
SMG1P2,-1.52363674091487,0.0272029011099749,0.206037143552524
HCFC1,-1.9344239107002,0.0272281052372794,0.206037143552524
FHL3,3.99101756610397,0.0272344681750588,0.206037143552524
GOLGA1,-2.24651620819749,0.0272488785308018,0.206037143552524
KCNK6,2.53197764570277,0.0272577197488819,0.206037143552524
SIAH2,2.19160964544909,0.0273360310746814,0.206468563943538
AL353662.2,-2.20069490084371,0.0273437604324775,0.206468563943538
RPS4XP7,-1.98463213746252,0.0274111996026329,0.206867878380488
AC011825.1,-1.12192217500481,0.0274256656943829,0.206867878380488
SWAP70,-3.79805734166723,0.0274422029808032,0.20688315478283
CHCHD10,2.00148053792324,0.0275097006464021,0.207282395568239
GLB1,3.07311079983158,0.0275321807256638,0.207342191455395
KAT2B,2.18283453490608,0.0275551337302655,0.207357996188771
YEATS2,-3.1843879876918,0.0275633700040488,0.207357996188771
EIF2B2,-2.59203634053742,0.0276296889986741,0.207747281838132
ANK3,1.914533583787,0.0276554056231152,0.20783102929
PPIAP51,-3.572673950798,0.0277043982628401,0.2080895161407
ARL5B,-3.29168970377328,0.0277293919399996,0.208167567928717
STAG3L5P,-4.04658449660224,0.0277762318381907,0.208220928972599
GAPDHP63,-2.80692578927195,0.0277770236294024,0.208220928972599
C2orf92,-4.36957111218058,0.0277895491839163,0.208220928972599
TTYH3,-2.0893846304098,0.0277949233890892,0.208220928972599
EEF1GP1,-3.01342771153884,0.0278502902668132,0.208486029916564
EIF2S3,-0.889432952944811,0.0278641679739093,0.208486029916564
ACOT2,-2.90875989452644,0.0278741844150513,0.208486029916564
CASP3,-2.15580104380463,0.0278907235662516,0.208500343555575
PMS2P1,-1.47812409592907,0.0279121082411695,0.208550846481191
RPL28,-1.23649954785175,0.027953633612115,0.208751702867633
TBC1D15,-8.83226950314399,0.0279849425924641,0.208876095077575
TIMM8BP2,-3.12081545135954,0.0280530680124942,0.209275006586142
RPS15AP1,-1.57494447714499,0.028166392891339,0.210010511014084
AC095041.1,-2.67583129361399,0.028385791216313,0.211470365611142
TFCP2,-2.34488960931148,0.0284034023967593,0.211470365611142
BRCA1,-4.6682116082178,0.0284066884220915,0.211470365611142
CASP2,-1.53068263051427,0.0284531303728528,0.211705546239765
TMEM39B,-2.88659462426077,0.0284874305245568,0.211850187562901
ELOBP1,-3.37199795447153,0.0285792435244635,0.212260794217591
ATP6V0A1,-3.6199172580025,0.0285874945026332,0.212260794217591
YIPF2,-2.84357632422526,0.0285952393517659,0.212260794217591
BX284668.5,1.60635296003312,0.0286022015777211,0.212260794217591
UBR2,1.65665876128325,0.0286300789960677,0.212337841824789
HPS6,4.22883725828701,0.0286511196536563,0.212337841824789
MSH6,-1.94658256510119,0.0286572676536823,0.212337841824789
TUT4,-1.04549211429959,0.028676064107491,0.212366737618905
KIAA0040,2.11477106082679,0.0286989086248379,0.21242556664366
PAICSP4,-4.34840070223116,0.0287383197254635,0.212500247931051
RPS18,-1.26310175068628,0.0287388101859615,0.212500247931051
LAMP3,5.77739239657688,0.0287667162322789,0.212553102527546
AC104805.1,-3.54863088482455,0.0287757777692315,0.212553102527546
PUS3,-2.70881918561332,0.028820937483284,0.212776429187828
PFDN5,-0.665876936553214,0.0288522854886849,0.212897609692905
BIRC5,-4.66681584355047,0.028881749443268,0.212902053249717
GALNT12,-4.09089171858959,0.0289103471681216,0.212902053249717
ABT1,-1.87107955843577,0.0289174173489153,0.212902053249717
ATG10,-2.75435626884265,0.0289278193302709,0.212902053249717
TBC1D19,3.63953174134867,0.0289307665270508,0.212902053249717
BMP2K,-2.98607121073333,0.0289424929291493,0.212902053249717
RBMX,-2.5077327813174,0.0289799162173054,0.213054583428078
AC005523.2,-4.14940968263506,0.0290026176547006,0.213054583428078
AC233279.1,-7.68837035070927,0.0290080630214575,0.213054583428078
TCEA1,-1.04916202383479,0.0291788744313648,0.214198781613562
AC246787.1,-1.8269741186221,0.029216504187299,0.214283792581269
PSMD3,-1.74876099333746,0.029220517170173,0.214283792581269
POLK,-2.57419341974279,0.0292530271881722,0.214295515496729
SLC4A4,4.82799275611185,0.0292535353183698,0.214295515496729
PKIG,-5.12427179605098,0.0292672116071921,0.214295515496729
RPL5P28,-1.62140373786236,0.0293323480956725,0.214572646391109
NTAN1,-2.54911266821957,0.0293351632867755,0.214572646391109
MMAB,-3.03159741839567,0.0294324902672032,0.215152504735733
SETD6,-2.76704547560751,0.0294446223863226,0.215152504735733
AL591895.1,-2.05989741279902,0.0294709090940614,0.215234262318104
ZNF107,-2.15735200012884,0.0294873546174175,0.215244100064467
CSNK2B,-1.11446364824171,0.0295755699789934,0.215767550267273
APOL2,2.72792964381495,0.029589335071024,0.215767550267273
ZNF678,-3.20353374271666,0.029633147352872,0.215796172447541
RPS18P9,-2.59382555877841,0.0296400768696884,0.215796172447541
ELK3,2.49809640367882,0.0296476569919929,0.215796172447541
AC004224.1,-1.45008116889345,0.0296584462992524,0.215796172447541
AC012671.1,3.4420476886467,0.0296689462680402,0.215796172447541
CACNA1A,-3.78085147324562,0.0297440468955521,0.216232092066798
FBXO30,3.8383630983287,0.0297835527046271,0.216408933413437
FAM72A,6.20291730938194,0.0298127110066542,0.216455972809373
ZNF197,-2.79928325460728,0.0298203935604383,0.216455972809373
TNFRSF9,-4.54708540462675,0.0298371555068976,0.216467424379813
GLYCTK,4.79529255051486,0.0299166954671449,0.216934084730223
AL161787.1,-1.22682733242701,0.0299731546039482,0.217232990357847
DENND6A,-2.08843560276221,0.030002420362457,0.217334606040238
ARFGEF1,-1.34959850379021,0.0300319739671595,0.21743820257787
ASH2L,-2.33202662321532,0.0300517202415062,0.21747072272229
HERC2P4,-4.49541015354937,0.0300859585188636,0.217608028739178
CEP55,-5.68229587597765,0.0301200345086209,0.217744022289503
AC234917.3,-5.27293110588878,0.0301812565442655,0.21807602295745
AL162253.2,-5.10640015010956,0.0302508150372126,0.218408782026448
SCPEP1,-5.17712676222397,0.0302706848086357,0.218408782026448
GPRC5D-AS1,-5.26985962450672,0.0302750389924968,0.218408782026448
TMEM165,-1.51235884954004,0.0302885916151997,0.218408782026448
PTPRC,1.85795279630149,0.0304423539552189,0.219406571276845
PELI2,15.576186503473,0.0305731897219179,0.220238197410643
BORCS7,-2.10277502132259,0.0308317318741835,0.221858802083735
NPM1P12,-4.69677052338981,0.0308504621561576,0.221858802083735
PRPF18,-2.8895799705686,0.0308594818058662,0.221858802083735
TMEM30A,10.8892094833365,0.0308651389662035,0.221858802083735
ASNSD1,-2.56891471374309,0.0309042215759241,0.221858802083735
UBE2L5,-1.90210142392704,0.0309050384587759,0.221858802083735
EXTL2,-2.96206420032543,0.0309251237526739,0.221858802083735
MOB1B,-2.51545298782962,0.0309255786175044,0.221858802083735
SESTD1,-3.77954050074363,0.0309566505131483,0.221858802083735
AL136126.1,-2.32067932018953,0.0309572519418955,0.221858802083735
ROGDI,-4.54440622635786,0.0309693473727997,0.221858802083735
CHID1,-3.37921388027446,0.0310695874752189,0.222260109678395
ATP7A,-3.0330263619479,0.031070785574848,0.222260109678395
PYHIN1,4.36078694296898,0.0310721379481651,0.222260109678395
PPM1F,-2.47780269723882,0.0310889144770535,0.222268588156908
GLYR1,-1.31773430996307,0.0311397815305366,0.222516569161942
AC092279.1,-2.06842184889324,0.0311548170627971,0.222516569161942
CAND1,-2.19988473016398,0.0311863588930777,0.222630311657344
MT-RNR1,-1.04073473359375,0.0312071364298229,0.222667135607385
GPS1,-1.81401280342559,0.0312350398083238,0.222754741124294
TPM1,-3.04616619826951,0.0313001246429768,0.223077697349193
INSIG1,-1.95425795834296,0.0313177077522608,0.223077697349193
HNRNPA1P10,-1.95282931351891,0.0313333239227054,0.223077697349193
CDK1,-6.74797643482022,0.0313524946844658,0.223077697349193
AC005072.1,-3.15626767723445,0.0313854239209622,0.223077697349193
AC009997.1,-1.81650551625365,0.0313940525638782,0.223077697349193
PARD3,-3.49274418188931,0.0314032391663283,0.223077697349193
UQCRHP3,-5.46731967869183,0.0314055091596402,0.223077697349193
LRRC27,-4.69030401029723,0.0314312248145681,0.223149173783109
AL512343.1,-3.6065908534561,0.0315148984972037,0.223631853148898
ATP5MDP1,-2.37094170010563,0.0316066410387703,0.224171280919756
NDUFB7,-2.54250953407096,0.0317546896853689,0.225054651493499
RAB27B,7.16205430152219,0.031762763664767,0.225054651493499
AC011447.3,-5.03963759915138,0.0318445801840849,0.225501146115754
RPS24P7,3.71221577064078,0.0318645479217288,0.225501146115754
CDH24,-4.87468277673571,0.0318877743630445,0.225501146115754
EEF1B2P3,-1.94479477575538,0.0318890509658643,0.225501146115754
KCTD12,-3.69221785611989,0.0319197476311495,0.225606307501074
AC005786.1,-3.10561345114847,0.0319603484643587,0.225744291284943
ZNF181,8.12949105669097,0.031973817034483,0.225744291284943
AC109925.1,-2.6458924151556,0.0319867752802739,0.225744291284943
XRN1,1.42705407973249,0.0320128974915873,0.225772758808769
RICTOR,-1.0773265104224,0.0320392772661754,0.225772758808769
SRGAP2B,2.33014792543418,0.032050190526581,0.225772758808769
PGAM4,-1.63516938302495,0.0320541571148253,0.225772758808769
SATB1,3.92219621219825,0.0321049983241571,0.226019188202066
ADCY7,1.31466229863553,0.0321428303061103,0.226173834572512
MAP3K3,5.74286930148752,0.0322960953710423,0.227140175436398
RPL41P2,-2.01587174525786,0.0323380555020008,0.227323135718206
AC109635.3,-2.79103123137606,0.0323641085576822,0.227370805638061
HMGN2P3,-5.22598227225693,0.0323884716555782,0.227370805638061
GTSE1,-8.593164745544,0.0323926842207423,0.227370805638061
FLNA,2.55042745716646,0.0324343650481927,0.227551332739683
AC025458.1,1.88663276278323,0.0325327920991794,0.228129603623168
AUP1,1.41372550448393,0.0325760003029412,0.22832028530911
GBE1,-5.70369827065833,0.032671607112888,0.228877853071907
TOX4P1,-5.19181753077107,0.0328096016103747,0.229572914431405
AC026403.1,-2.04455653781736,0.0328115226933812,0.229572914431405
AC008813.1,-5.74803457941605,0.0328332364352261,0.229572914431405
NXPE3,-1.74576412973182,0.0328419867032885,0.229572914431405
YIPF6,-2.41821467579424,0.032851342974191,0.229572914431405
AC099560.2,-1.46832691538706,0.0328714670877964,0.22960099696405
ZC3H14,-1.83320904712739,0.0329207634204803,0.229832714653461
NPM1P27,-1.03534526799616,0.0329937346386202,0.230139425168216
SH2B3,2.13926602035277,0.0329969826770365,0.230139425168216
FAM107B,0.994569317262607,0.0330638802884262,0.230395371616709
ABRAXAS2,2.68934694562299,0.0330660024079537,0.230395371616709
ZFAND3,-2.19537664938297,0.0331204278054235,0.230661855786085
AC116345.2,2.71404022581315,0.0332046884549742,0.231135761042047
KRR1,-1.13507321994703,0.0332934384016387,0.231640438191196
AF117829.1,-4.69844036356136,0.0334225874626061,0.232425564325323
ENSA,-1.49545854174639,0.033549125623589,0.233191777128174
RPS3AP14,-3.8694671908856,0.0336732697594654,0.233808162952861
SDHAP1,-1.82061074389336,0.0337032976367758,0.233808162952861
UBE2SP2,-2.9542940790668,0.0337087482810491,0.233808162952861
BRI3BP,-2.88105220165684,0.0337316450246945,0.233808162952861
GGA3,-2.16792256762279,0.0337346900868996,0.233808162952861
MTCL1,-5.39433183622271,0.0337362086976736,0.233808162952861
RPS4XP20,5.30717618369469,0.0338713581093819,0.23461771740062
RPL27,-1.4682288782618,0.0338859343524044,0.23461771740062
RPL10P16,-1.15698549757908,0.0339312152884059,0.234817186966755
DYNC1I2P1,-1.90946980918622,0.0339958489004758,0.235150326019012
EEFSEC,-2.26348944085175,0.0340415344531291,0.235242019168568
SIPA1,1.44892619670315,0.034059716798314,0.235242019168568
GOSR1,-1.4387303176175,0.0340739591785859,0.235242019168568
F2RL3,6.66292318740801,0.0340751100998241,0.235242019168568
HLA-DMA,2.69597648465822,0.0341214352503241,0.235343923382787
SRSF1,-3.59458390211527,0.034122887881048,0.235343923382787
APOBR,1.99479029019281,0.0341408334052506,0.235353830283004
HLA-DPB1,5.63641325779854,0.0341703702832344,0.235430124526445
BCL2L2,-5.78146935186714,0.034184929697653,0.235430124526445
HSPA5,1.07565290625284,0.0342371804051919,0.235676119679582
OR4D1,6.12285667869005,0.0342876818157335,0.235783810865471
NACC2,4.54019983644101,0.0343010144067315,0.235783810865471
EPC1,-0.939804778085435,0.0343024427423532,0.235783810865471
HEMGN,-4.76295180879467,0.0344166954527253,0.236455137529664
INPP5F,-3.92494847985042,0.034435586352184,0.236470962927137
ANKRD42,5.5315351054922,0.0344523905686493,0.236472450624297
KCTD9,-2.43902367139496,0.0345449714036002,0.236993798041254
ZNF528,-2.83426161992172,0.0345659225890237,0.237023469181877
MYO1G,4.27390795373425,0.0346264445193092,0.237283143169676
GHRLOS,-3.30021996524039,0.0346370805931605,0.237283143169676
CASTOR2,-2.32446050567999,0.0346935306567521,0.23755570271021
NUCKS1,-1.3564553963303,0.034715971578311,0.237595242832646
AC011444.4,-2.54578180597774,0.0347797640863133,0.237917618433053
ETFDH,-2.47835019786125,0.034801620350406,0.237952949503783
PSMC1,-2.03345374198615,0.0348256540546458,0.238003127614108
GMPPB,4.96215477100373,0.0348621722132129,0.23802734273445
LTB,3.46634743113987,0.0348625906025204,0.23802734273445
ZKSCAN1,-0.970513125842442,0.0349093664582003,0.238232612842558
UCHL5,-1.66927616698461,0.0349319487013787,0.23827266061572
RDH11,-1.49983086208679,0.0350061102095098,0.238546817163901
FAM192A,-1.58537333588442,0.0350202950908051,0.238546817163901
Z74021.1,-1.71538140652092,0.0350547901070787,0.238546817163901
CC2D1A,-2.41047519769667,0.0350562801476304,0.238546817163901
CCPG1,4.37062958280347,0.0350842472603905,0.238546817163901
TTC1,-1.60921916745003,0.0350922127880913,0.238546817163901
FO393411.1,-1.78422050094487,0.0351013596229127,0.238546817163901
