,logFC,p.value,FDR
CAMK1D,-0.0152201269386995,1.33795494785212e-06,5.26902920899994e-05
FAM210B,-0.00151156818655093,1.40100920034525e-06,5.50214522317409e-05
HNRNPA1P35,-0.0143417461435689,1.42336886445555e-06,5.57460069551601e-05
CALM2,-0.0223209793447466,1.44705544334879e-06,5.65184175352886e-05
RN7SL443P,-0.00844181009545063,1.46399265128195e-06,5.70237137614086e-05
H2AFZP3,-0.00811532138506694,1.51114093704802e-06,5.86997961813529e-05
GAPDHP28,-0.000828012721059903,1.52173582374591e-06,5.89507225633743e-05
PFN1P1,-0.0232040684861185,1.69145805993476e-06,6.53480382179672e-05
ZNF726,-0.00271217857597845,1.70306376930901e-06,6.55047756099988e-05
AC008555.1,-0.00118314238340453,1.70470480859354e-06,6.55047756099988e-05
ETS1,-0.0353864032891972,1.72502210535628e-06,6.61072987472018e-05
TRMT61A,0.000586088635278849,1.73317462441362e-06,6.62416553502428e-05
PRADC1,-0.000907165913545362,1.77464832773672e-06,6.76454186101995e-05
SLC16A1,-0.00463928055033929,1.80238444085656e-06,6.8519446903603e-05
XAF1,0.0321023821010163,1.8088993331539e-06,6.85842257804309e-05
XRCC6P3,-0.0013172519170719,1.91011345453631e-06,7.22296482967363e-05
STOM,0.0239817434183788,1.99496729971634e-06,7.52387667321591e-05
CDKN2C,-0.00301495412001976,2.05765610897744e-06,7.73982730595842e-05
FAIM,-0.00383065806069745,2.10846289747541e-06,7.91006501747616e-05
SRP9,-0.0240538976376849,2.23843203260606e-06,8.37561340074329e-05
RPLP0,-0.0179376550158111,2.36078309632412e-06,8.81029419403054e-05
ZNF93,-0.00331961352635799,2.38065911640016e-06,8.86127320193228e-05
LCP2,-0.0266348087455806,2.46235456358611e-06,9.14149131731344e-05
RPIA,-0.0140616771296741,2.55770379789056e-06,9.47081177733189e-05
ZNF707,-0.00155257785417794,2.6425071252517e-06,9.75947709263946e-05
AL122020.1,0.0190335853457505,2.77568764358803e-06,0.000102248586684731
HNRNPA1P30,-0.0203936618598131,2.81607972882619e-06,0.000103469156222026
HNRNPA1P48,-0.0216808326072365,2.82469454940045e-06,0.000103518883023786
CUX1,-0.0230300999333592,2.8874073124227e-06,0.00010554584268179
RELB,0.00112123654877495,3.01662130936657e-06,0.000109987093059667
CBLB,0.0241664308477915,3.02881246407439e-06,0.000110149873693481
HDGF,-0.0039749741685867,3.25521147759463e-06,0.000118082175126181
GBP2,0.0292227519133892,3.41351953155829e-06,0.000123510493507348
AL390198.1,-0.000869221419394272,3.54012653506233e-06,0.000127767199705946
NRROS,-0.0145815295706957,3.55609284782649e-06,0.000128019342521754
RPS29P16,0.0230733253605333,3.58843107568385e-06,0.000128361756125088
RPL23AP18,0.0213562165197809,3.5889247208461e-06,0.000128361756125088
SNHG32,-0.021650513975713,3.59261649087474e-06,0.000128361756125088
MT-ATP8,0.0224375498131029,3.71336697388488e-06,0.000132344398949257
RPL37P6,-0.0363186513426064,3.74985862865123e-06,0.000133311682319332
AL356535.1,-0.0107832870413182,3.81695875298303e-06,0.000135359611896831
GAPDHP63,-0.0227602173171973,3.86190543739581e-06,0.000136613706986389
RSAD1,0.00197271439142594,3.97983845964996e-06,0.000140437071982104
MTCO1P42,0.000785138189840393,4.02902097110639e-06,0.000141821538182945
MIR4435-2HG,0.0128866267177234,4.069285743706e-06,0.000142886053109046
KLF6,0.0379399933973355,4.11723388870118e-06,0.000144214462696128
AL928654.4,0.00137554112241736,4.22017984540315e-06,0.000147458048715851
UGP2,-0.027723555817424,4.3354005620955e-06,0.000151113619592258
ECI2,-0.00747541348795768,4.36293602217111e-06,0.000151401124499244
RAB29,0.0208655833554125,4.36488932163224e-06,0.000151401124499244
CD1E,-0.010906156430262,4.39774673026575e-06,0.000152170576181234
NEAT1,0.0543314177099553,4.81145407492981e-06,0.000166082540659078
RPL10,-0.0404424291614926,5.06754153456047e-06,0.000174362335568153
AC114491.1,-0.0124774336848172,5.07578347788885e-06,0.000174362335568153
OAS2,0.0125769147193827,5.75713794489716e-06,0.000197292688803976
AC095038.3,-0.00709718650536778,5.78078529460223e-06,0.00019762799798525
ISCA1P1,0.0006613705351202,5.96711563110845e-06,0.000203510048892541
ADAM10,-0.0238841257119927,6.05737042129905e-06,0.000206095161637325
TULP3,-0.000509161895936246,6.15331182082511e-06,0.000208860984089721
CELF5,-0.00907879204548434,6.31629858180498e-06,0.000213883972879363
AC073861.1,0.0289014763760134,6.84107439586118e-06,0.000231105110396675
PTK7,-0.00872314740851928,7.05040493755325e-06,0.000237613647257114
HMGN2,-0.00541858243439922,7.09051085052318e-06,0.000238401704445892
THEMIS,-0.0204968850480334,7.12978580340309e-06,0.000238701033398524
TOP1MT,-0.0079031259174124,7.13290125054512e-06,0.000238701033398524
ANAPC13,-0.0043130206131396,7.15313609714914e-06,0.000238817583608801
MT-RNR1,-0.0165183780571125,7.37001010224558e-06,0.000245483327143956
HMGN2P6,-0.00260217868984899,7.49925997048841e-06,0.000249206177480846
RPS6,0.0129395958345097,7.64799989390507e-06,0.00025336822543662
RPL37P2,-0.0455289289303522,7.67745999772018e-06,0.00025336822543662
CDCA8,0.0012047448249539,7.68135073681752e-06,0.00025336822543662
RPS23P8,-0.0459629707360586,7.69559775631709e-06,0.00025336822543662
H2AFX,-7.64532368569434e-05,7.77749528334628e-06,0.000255474591611485
ATAD2,-0.00196231770729171,7.8393162514542e-06,0.000256913316047658
ADGRE5,0.0254974396867446,7.90061969206979e-06,0.000258328519105842
CD300A,0.0171141560632326,8.26448665220272e-06,0.000269607601175748
AC004453.1,-0.0240949809634658,8.2996159629402e-06,0.0002701354455883
BACH2,-0.0188762482153144,8.32849517173175e-06,0.00027045792065651
DNA2,-0.00113087614462586,8.37345762910774e-06,0.000271300027183091
EEF1A1P6,-0.0433182202679041,8.39769577805555e-06,0.000271468369641633
GLIPR1,0.0212632492152977,8.89475306098046e-06,0.000286885972030175
SLC37A3,-0.00297551450379075,8.91832887966567e-06,0.000286997057581295
GOLGA8N,-0.00165606275482453,9.04023733089194e-06,0.000290264917543233
RPS16,-0.0135371657935438,9.22721541385742e-06,0.000295602658292026
RPS3,0.0330130773020532,9.97825086982221e-06,0.000318946063677546
IFITM3,0.0292399239718879,1.00677187463833e-05,0.000321085902569217
PNPLA7,0.00159513683589269,1.02376900763062e-05,0.000325777923499601
AC099336.2,0.0234128260183679,1.03770352977154e-05,0.000329476648561761
ELP3,-0.00323987218479882,1.04654518152632e-05,0.000331545513507538
IGHV1OR15-1,-0.0143015688060368,1.06231473122922e-05,0.000335795095530016
TMSB15B_ENSG00000269226.7,-0.00142569191444366,1.07274095122326e-05,0.000337778190644647
MT1E,0.00490469566456936,1.07332716303329e-05,0.000337778190644647
RPL41P1,-0.00364102023665547,1.10896794142235e-05,0.000348225704249273
GAS7,-0.00943515618379857,1.13068749062369e-05,0.000354265513545743
CAMK4,-0.0286322606481269,1.14374398526116e-05,0.000357570488023752
SHCBP1,-0.00131728992812258,1.16423201104949e-05,0.000363179246160209
H2AFVP1,-0.00900429267190951,1.1786933453531e-05,0.000366887605488075
DCUN1D2,-0.0021553821255539,1.19828062343439e-05,0.000372171864219622
TK1,0.000406449806980627,1.24837523429417e-05,0.000386887768262993
LCP1,0.0428731808596166,1.25141455978789e-05,0.000386988415712282
MED13L,-0.0150840664695069,1.27863207220246e-05,0.000394549325136759
CCR5,0.0239219297703477,1.30631315812771e-05,0.000402220310632153
PRDM1,0.00556929068610716,1.33199641828368e-05,0.000409244416789918
SNHG8,-0.0308758581994652,1.35455034045505e-05,0.000415278917280156
TCEAL9,-0.00234750715832991,1.36836812490039e-05,0.000417843655899514
SNRPEP2,-0.012538902004773,1.36877796931168e-05,0.000417843655899514
GAPDHP35,-0.0157070888429818,1.37348798019442e-05,0.00041838556935153
MYB,-0.0116054983447537,1.38214680315516e-05,0.000420125476029424
EEPD1,-0.0126912191026408,1.39919991412043e-05,0.000424404127142571
AL133244.1,4.87335629707418e-05,1.42813851124904e-05,0.000432262051302894
SH2D1A,-0.0231661895829062,1.46333967027513e-05,0.000441978185157675
RPL15,-0.0222126079731976,1.51857414949639e-05,0.000457691185522632
XIST,-0.0201910833753415,1.61727610491959e-05,0.00048641114244164
AC027309.2,-0.0296898180675135,1.66246363821284e-05,0.000498949086870784
HSPB1P1,-0.0242577369088591,1.71154137949444e-05,0.000512599451808251
HLA-DPB1,0.0112181014668788,1.74078501823094e-05,0.000519826816910625
HSPB1,-0.0307748691863642,1.74296589845173e-05,0.000519826816910625
AC107983.1,-0.0247392486697218,1.74771982383844e-05,0.000520156446944483
USP28,0.00974692055450883,1.75991060969433e-05,0.000522693451079217
C5orf56,0.0194197169451103,1.78695644691745e-05,0.000529622684142518
ADRB2,0.00973695927960306,1.82219124171919e-05,0.000538945193816364
RAB27A,0.0254558817958675,1.83103754747945e-05,0.000540440399106978
RTL8A,-0.00330539985724945,1.84252785144054e-05,0.000542708203515213
CAPN2,0.0178744308254313,1.8477615312212e-05,0.000543127595651327
ARHGEF12,-0.000599007687085637,1.86071862130634e-05,0.000545810795583192
ATP8A1,0.00653191279296849,1.92184788185612e-05,0.000561898483597257
BRCA2,-0.00246924070140122,1.92344598762248e-05,0.000561898483597257
5_8S_rRNA_ENSG00000275757.1,0.031586079528955,1.92914375124562e-05,0.000562410497295656
AC092865.1,-0.0354316994758546,1.99896365941067e-05,0.000581576039358338
AC113410.1,-0.0158354225245684,2.0136907372497e-05,0.000584667518334658
RPL15P3,-0.0412687189460097,2.03533125747883e-05,0.00058974964241094
RPL37,-0.0356515844082665,2.07102584805338e-05,0.000597262929823901
AL158214.1,0.0166464018988946,2.07316652602871e-05,0.000597262929823901
CD84,-0.0279083491083515,2.0738296174441e-05,0.000597262929823901
NACA,-0.040964117992672,2.08043297843071e-05,0.00059795670444573
KDM2B,-0.0110465089149781,2.10977469710273e-05,0.000605169981527093
RIPOR2,0.0177020243419561,2.12738891020838e-05,0.00060899711453676
GPR171,0.0202277381249254,2.13808507903337e-05,0.000610832482699392
NDUFA4,-0.0211184192574083,2.15268322962731e-05,0.000613773042431339
PRMT6,-0.00390713077039379,2.2134561856451e-05,0.000629840945759612
TSPAN3,-0.00296607385903021,2.2616296331024e-05,0.000641801073009605
BX890604.1,-0.000185199263605274,2.26810880342403e-05,0.000641801073009605
MTF2,-0.0279037804042915,2.2689936924582e-05,0.000641801073009605
GBP4,0.0218552016402481,2.28573644156568e-05,0.000645256608137829
RPL38,0.0168655811883478,2.29125788419315e-05,0.000645503232757228
IL6ST,-0.0131917854061749,2.29566595824856e-05,0.000645503232757228
RPL13A,0.00236899567758665,2.32457311098689e-05,0.000652344769098999
EIF3FP3,-0.0184405055980232,2.37307739235987e-05,0.000664648159243268
SH3BGRL3,0.0379535086834528,2.40342019081953e-05,0.000670829264950256
RPL26P19,-0.0398651052323491,2.40455776086967e-05,0.000670829264950256
LAPTM5,0.0420269874597035,2.42127244540996e-05,0.000674173046518836
PSMB9,0.0282230265161526,2.44390012617224e-05,0.000679146982431023
HMGN1,-0.0326282411737778,2.53748018406229e-05,0.000702520947151591
KIF18A,1.79611670373634e-05,2.53786677737843e-05,0.000702520947151591
SNORD13,0.0189049623513279,2.56389005187577e-05,0.000708349158518237
PDLIM2,-0.000443012889236689,2.57910528370081e-05,0.000711174563335371
SCOC-AS1,0.00224518364986938,2.60161017734648e-05,0.000715995264251959
TRERF1,-0.00825345620168673,2.61868392789069e-05,0.000719305550597489
SORD2P,-0.00963763190137683,2.63734006847012e-05,0.000722723411611156
HIC2,-0.00544195088598403,2.64126611566647e-05,0.000722723411611156
ZNF704,-0.00109890986310418,2.70013207960867e-05,0.000737415381741403
MLKL,0.00426644883348643,2.75078415162002e-05,0.000749812215401434
NFATC2,0.0276880943844199,2.84008797001714e-05,0.000772677368331382
MAST2,0.0012710011720162,2.9064834684065e-05,0.000789234825249582
RPS6P25,-0.0278439604921685,2.97742818630272e-05,0.000806962285626075
XRCC6P5,-0.00154274724143677,2.99686115466219e-05,0.000810687905519245
PHF20L1,-0.0140373941132737,3.25655573399119e-05,0.000879270048177622
AC024587.1,0.000566542320537873,3.27258688129656e-05,0.00088192813950404
BTG2,-0.0245225968766767,3.46597637469181e-05,0.000932282249011442
PLEKHA5,-0.0183587810078128,3.47770974854644e-05,0.00093367665113518
LINC00653,0.000477895850369847,3.50340499778647e-05,0.000937289609963299
TMEM9B-AS1,-0.00283177163980271,3.50431651312036e-05,0.000937289609963299
TIAM1,-0.0145359835221888,3.56516461080908e-05,0.000951778776998019
CHST12,0.0203359067476758,3.59918386359497e-05,0.000959064769334765
HLA-K,0.0264727452008719,3.64366215702288e-05,0.000969105367733549
CTAGE8,-2.31888655557534e-05,3.66931571135981e-05,0.000974111075998984
MAN1A1,0.00498777780954925,3.67685232265139e-05,0.000974297522522643
ADAM19,8.54888095541181e-05,3.69792714137747e-05,0.000978063994943918
SERINC5,-0.0182953903584471,3.84930582287851e-05,0.00101621673723993
PPARGC1B,0.000580430563185421,3.86154268098754e-05,0.00101756289205468
TOP2A,-0.00364396636604199,3.88351155751411e-05,0.00102146385173286
BAZ2B,-0.0266208819794675,3.91548965372289e-05,0.00102797827814868
HLA-H,0.0257837994596676,3.93553293456493e-05,0.00103134113079334
EIF3F,-0.0124944984973257,4.01753359326807e-05,0.00105089832854366
Z97353.1,-0.0379173562688339,4.1768295587576e-05,0.0010902983752049
RECQL4,-0.0014163298921297,4.18345406311083e-05,0.0010902983752049
PIGA,-0.000891756560534588,4.31965429062265e-05,0.00112374072202767
POFUT1,-0.00229158188976714,4.3380097328988e-05,0.00112646023228061
RPL34,-0.00609131708486378,4.39054519601051e-05,0.00113802931480592
FCGR3A,0.00716057514034744,4.40298704528205e-05,0.00113918300031835
SUB1,-0.015961834527002,4.47750607155268e-05,0.00115529813134403
TBXAS1,-0.00436585988745654,4.48148054596837e-05,0.00115529813134403
EIF4G2,-0.0358015376997358,4.54926816547846e-05,0.00117065644344875
C3orf35,0.00116724830211355,4.88127598173333e-05,0.00125382829541604
CTAGE6,7.05539043040864e-05,4.90806093209758e-05,0.00125844094690617
HNRNPA1,-0.0348400460651281,4.95377149380877e-05,0.00126788090512994
AC024560.4,-0.00180758051975547,4.97654456340358e-05,0.00127142686910182
AC008481.1,-0.003463292403308,5.25998705245791e-05,0.00134143784293095
INF2,-0.00379316399426905,5.28899710736516e-05,0.0013464275493321
JUNB,0.0202257991360918,5.32389717593986e-05,0.00135289622353295
ALDH1A2,0.00110230143208005,5.5068641990105e-05,0.0013969013526885
SNRPFP1,-0.0190830464487811,5.51863061150327e-05,0.00139739960919344
SGPP1,-0.00322203673923562,5.5651929498669e-05,0.00140669132434934
GPS2,0.0026636304186591,5.577995921855e-05,0.00140743203295513
AC009078.1,-0.00937236758001157,5.64996760140466e-05,0.00142307311176016
RPL7A,-0.0345968110884185,5.6915535498344e-05,0.00143101917824408
RPL13AP7,-0.0160576025603802,5.76528676368759e-05,0.00144700577646356
TXNIP,0.0477954858258739,5.84768713290424e-05,0.00146510769361481
MYL6B,-0.0231862168565879,5.90898365508339e-05,0.00147786791205033
CEBPZOS,-0.000422363890532839,5.95685811618576e-05,0.00148723238711636
AL391416.1,-0.0177678531638102,6.04245529271885e-05,0.00150596578064685
RPL32P34,-0.00145447297285864,6.4139730063132e-05,0.00159576961916232
TIMELESS,-0.00202905145750417,6.43390811301018e-05,0.00159794066305006
FKBP11,0.0158345597099874,6.44879237202742e-05,0.00159885189661953
ATP5MGP3,-0.0306161127089432,6.53853420298761e-05,0.00161828721523943
PCBP2,-0.019312032017471,6.56869025202379e-05,0.00162293324493676
COX8A,-0.0140351659420666,6.59080738624282e-05,0.0016255804515273
PLK4,-2.84327043098795e-05,6.76667845851814e-05,0.00166607544222167
CCL4L2,0.0164953283868087,7.06337360319447e-05,0.0017361285187438
RUFY3,-0.0132062877947026,7.28700857232429e-05,0.00178801366965671
RPL37A,-0.0215410877953232,7.39325578660195e-05,0.00181096657205837
SSBP3,-0.0159965222501711,7.47529395354656e-05,0.00182792093656535
RCBTB2,-0.0219363308354359,7.49999240279346e-05,0.00182881525456308
DOCK8-AS1,0.00077260329063694,7.50460805218436e-05,0.00182881525456308
AC044913.2,-0.00288953080029771,7.58343401055033e-05,0.00184487090877825
MTRNR2L10,0.00313326237337009,7.90127254221377e-05,0.0019189189329097
HMGB1P6,-0.0203921667348817,8.09591826555919e-05,0.00196284712234374
RPL22P1,-0.0380820868461903,8.1244626236404e-05,0.00196642341532458
RBL1,0.00200056380491794,8.36270810367481e-05,0.00202065706315234
SERPINB9,0.00635502866233081,8.40061077938554e-05,0.00202638083368731
NIN,-0.0142157442524882,8.6282369766982e-05,0.00207777274222651
RPL23,-0.0163508208224305,8.80945881918378e-05,0.00211783549622738
SH3BGRL,-0.00574832764467669,8.82542034734686e-05,0.00211810088336325
OXCT1,-6.15877292566927e-05,8.91769665129734e-05,0.00213564139730943
ZNRD1,-0.00374204473589063,8.93080158016297e-05,0.00213564139730943
SEPTIN6,-0.0366379358867722,8.94843278391683e-05,0.00213564139730943
ATP2B4,0.0205651972964916,8.95842842025142e-05,0.00213564139730943
ABCB8,-0.00323154701284395,9.04191313054619e-05,0.00215194513504285
CDCA7,-0.0124725363601664,9.16865043299058e-05,0.00217847134287856
MCM4,-0.00375312636133761,9.24381002806016e-05,0.00219267480465933
AL049780.1,-0.000298853760727142,9.38494544541264e-05,0.00222245485498011
AC090498.1,-0.00462294183791108,9.68824893825664e-05,0.00229047556988038
BCL7A,-0.0126361712025657,9.81444280806268e-05,0.00231646848794274
AC116533.1,0.00497907753168177,0.00010088379287796,0.00237718901036065
RPL12P13,-0.000935272322272117,0.00010121842518712,0.00238031526195365
GPRIN3,0.0232063519862292,0.000101486364295228,0.00238031526195365
CBLL1,-0.00157889392647816,0.000101517373686014,0.00238031526195365
HIST1H2BH,-0.00193961676584313,0.000102740825946928,0.00240258865216445
ATP5MG,-0.041440601219086,0.000102804368533973,0.00240258865216445
AC090114.1,-0.0296321874264851,0.000103464033659883,0.00241404789501685
MAN1B1,-0.000669622977760178,0.000103913792189451,0.00242058010041309
CHST11,-0.00204745666868353,0.000107005254459829,0.00248851266791262
PRMT2,0.0317994750342621,0.000107179207217898,0.00248851266791262
PRPF19,-0.00257316703777302,0.00010765934921996,0.00249559623167439
GZMM,0.0241662625074147,0.000109302721901131,0.00252928286669308
AC022075.1,0.00107791898436583,0.000109467419244503,0.00252928286669308
PTPRJ,0.00578408412220523,0.000111791997234136,0.00257881345076027
SNRPF,-0.0135384117924797,0.000116156804890112,0.00267517190712996
MBOAT2,-0.000424690041465316,0.00011656220066332,0.00268017860105854
TMEM143,-0.00269843364030125,0.000119149904267172,0.00273226485665247
ETAA1,-0.000117347175479489,0.000119351633902991,0.00273226485665247
ARL5A,0.00109553321146569,0.000119405507296062,0.00273226485665247
RPL35AP35,-0.029270993809055,0.00011959408463462,0.00273226485665247
RUNX1,-0.0230205367284196,0.000119956190907516,0.00273508453880923
AL031729.1,-0.0175327250341069,0.000120101215017858,0.00273508453880923
AC079250.1,0.0284010560090737,0.000120933549849586,0.00274820893000893
UQCRBP1,-0.0295174828743442,0.00012122995260983,0.00274820893000893
MME,-0.0133324059902492,0.00012125585135912,0.00274820893000893
TAGLN2,0.0175649664134308,0.000121857779601133,0.00275746746983136
H2AFZ,-0.0213906158315722,0.000122598772987914,0.0027684425400723
ACBD5,0.00255320098486199,0.000122731178824754,0.0027684425400723
CRNDE,4.27193354292754e-05,0.000123952865384597,0.00279158301567585
RPS4XP20,0.00344517444231258,0.000124590561574344,0.0028015189996906
RUNX3,0.0279365134244561,0.000126961481129826,0.00285033523619968
CD79A,-0.00786409809651617,0.000127458595857603,0.002856996450544
AC084824.1,-0.0218394378021448,0.000130695389719992,0.00292495051153564
LINC00926,-0.00174788820168666,0.000131189339642608,0.00293140317546241
EYA3,0.00262743141071088,0.000132101930128792,0.00294717545526771
RFC1,0.0121791703123357,0.000136516789528993,0.00304091148675833
IL10RA,0.0138257860598418,0.000138110917833145,0.0030716212864732
AC108022.1,0.00153396279941895,0.000139172074922941,0.00309040046744775
ZNF343,0.000955008594630734,0.000140308733770007,0.00311079519226318
RPL7AP6,-0.0413848514699653,0.000140694912991158,0.00311451347764277
LRRC61,0.000111014188523154,0.000146545061994959,0.00323898667255836
NCKIPSD,0.00113858293653052,0.00014808258928565,0.00326790308491675
ASPM,-0.00635387679315266,0.000149549756451262,0.00329517979593383
RPS2P46,0.0100108943760703,0.000152073634932553,0.00334561996851617
PFDN1,-0.00334807746052846,0.000153600933975088,0.00337401373613074
RRM1,-0.00615380006146487,0.000154834116396557,0.00339586948207586
CBX3,-0.030380949928596,0.000155212015720056,0.00339892856544565
AC016739.1,-0.0138872009005137,0.00015713555940978,0.00343193533685837
IL17RA,-0.0182472479261758,0.000157200741790721,0.00343193533685837
DUT,-0.00573040104477639,0.000161916312391957,0.00352947851599349
NAP1L4,-0.0151872612609629,0.000163656273915983,0.00356196006251335
